Temparature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
22,86,33,Black,Cotton,19,10,4,DAP
32,44,61,Loamy,Sugarcane,8,29,39,Urea
36,47,53,Sandy,Ground Nuts,26,27,33,20-20
20,64,78,Black,Rice,28,35,8,DAP
25,79,50,Red,Cotton,42,16,38,28-28
25,59,25,Sandy,Ground Nuts,32,20,47,20-20
31,63,68,Red,Wheat,44,36,43,28-28
32,71,24,Red,Rice,0,35,25,Urea
32,40,50,Black,Rice,2,24,4,Urea
34,56,56,Loamy,Cotton,31,23,23,20-20
35,53,34,Red,Cotton,19,29,30,20-20
30,64,34,Sandy,Maize,16,41,23,20-20
24,68,71,Loamy,Maize,36,34,20,20-20
23,37,62,Loamy,Rice,37,20,21,28-28
22,80,24,Black,Sugarcane,48,5,37,MOP
38,47,47,Sandy,Wheat,9,20,21,Urea
39,42,52,Sandy,Cotton,42,7,20,MOP
37,74,30,Black,Maize,44,4,29,MOP
34,53,62,Black,Wheat,28,39,48,20-20
28,80,25,Loamy,Ground Nuts,41,9,46,MOP
36,52,42,Red,Ground Nuts,45,30,9,DAP
33,41,59,Red,Rice,31,29,2,DAP
34,78,21,Red,Cotton,12,20,38,20-20
20,59,34,Red,Ground Nuts,30,35,28,20-20
22,60,42,Sandy,Cotton,3,26,24,Urea
35,57,41,Sandy,Maize,48,37,1,DAP
30,51,28,Black,Ground Nuts,17,34,12,20-20
31,73,66,Black,Sugarcane,10,31,26,20-20
29,57,59,Red,Ground Nuts,41,25,28,28-28
35,42,49,Black,Cotton,17,3,13,MOP
27,54,35,Sandy,Sugarcane,40,26,3,DAP
25,73,78,Red,Wheat,36,35,7,DAP
31,80,65,Red,Ground Nuts,32,36,4,DAP
27,75,66,Sandy,Cotton,36,26,43,28-28
23,36,71,Loamy,Ground Nuts,2,46,26,Urea
27,74,49,Red,Ground Nuts,0,47,23,Urea
37,35,64,Black,Cotton,18,5,43,MOP
24,53,28,Loamy,Sugarcane,5,17,42,Urea
28,48,20,Sandy,Maize,9,25,33,Urea
23,48,78,Loamy,Ground Nuts,36,43,27,28-28
36,65,57,Loamy,Rice,11,23,23,20-20
28,80,27,Red,Wheat,43,6,4,DAP
20,38,78,Loamy,Cotton,16,43,12,20-20
39,77,78,Black,Ground Nuts,26,13,17,20-20
32,88,71,Red,Maize,1,12,16,Urea
35,65,37,Sandy,Cotton,24,25,29,20-20
32,67,46,Black,Ground Nuts,45,42,37,28-28
33,69,37,Red,Wheat,43,42,18,20-20
22,88,51,Loamy,Rice,27,1,21,MOP
25,58,77,Black,Cotton,44,45,48,28-28
37,53,68,Red,Ground Nuts,36,46,48,28-28
38,77,51,Red,Sugarcane,36,22,17,20-20
24,34,72,Sandy,Maize,16,27,25,20-20
34,82,67,Red,Rice,4,0,14,Urea
21,83,64,Sandy,Cotton,18,31,27,20-20
29,71,73,Loamy,Ground Nuts,3,11,29,Urea
37,84,55,Red,Rice,38,45,27,28-28
32,74,55,Red,Sugarcane,48,49,19,20-20
24,55,40,Loamy,Cotton,42,34,3,DAP
20,43,65,Red,Rice,37,25,3,DAP
20,68,51,Red,Cotton,44,30,36,28-28
37,58,50,Black,Cotton,43,11,14,20-20
34,81,56,Sandy,Rice,29,28,33,20-20
36,35,35,Red,Cotton,31,4,10,MOP
30,36,65,Red,Sugarcane,36,34,22,28-28
36,66,65,Sandy,Rice,26,6,34,MOP
32,82,33,Black,Ground Nuts,31,15,42,20-20
20,47,76,Sandy,Rice,41,31,34,28-28
21,52,43,Red,Sugarcane,10,16,10,20-20
28,73,44,Loamy,Sugarcane,40,20,1,DAP
22,67,65,Loamy,Sugarcane,12,26,14,20-20
20,88,70,Black,Ground Nuts,34,39,39,20-20
35,30,54,Black,Ground Nuts,16,46,27,20-20
25,33,36,Red,Cotton,29,14,30,20-20
36,80,65,Black,Cotton,17,22,31,20-20
24,73,61,Red,Wheat,36,7,33,MOP
24,76,64,Loamy,Cotton,47,24,49,28-28
25,64,73,Black,Sugarcane,29,10,21,20-20
22,52,23,Red,Wheat,25,20,28,20-20
24,56,30,Sandy,Sugarcane,15,9,7,DAP
24,89,66,Black,Maize,10,49,21,20-20
29,55,34,Red,Ground Nuts,3,8,11,Urea
29,81,49,Red,Rice,40,47,22,28-28
38,89,43,Sandy,Maize,14,0,37,MOP
36,37,21,Loamy,Ground Nuts,11,21,1,DAP
33,72,62,Sandy,Ground Nuts,26,5,11,MOP
28,45,53,Red,Sugarcane,47,29,20,20-20
33,70,42,Sandy,Cotton,3,33,11,Urea
20,32,50,Sandy,Rice,34,12,44,20-20
38,61,56,Red,Cotton,20,21,30,20-20
32,34,32,Loamy,Cotton,35,5,8,DAP
32,49,52,Sandy,Rice,1,40,14,Urea
23,43,26,Sandy,Rice,38,45,31,28-28
20,89,51,Black,Maize,27,23,42,20-20
36,61,26,Black,Sugarcane,33,20,8,DAP
27,55,61,Red,Cotton,32,38,23,20-20
21,76,57,Red,Sugarcane,49,22,7,DAP
27,35,71,Red,Sugarcane,7,4,27,Urea
26,88,63,Black,Wheat,7,6,17,Urea
21,87,32,Red,Maize,41,2,42,MOP
22,65,43,Sandy,Cotton,49,12,36,28-28
37,69,47,Sandy,Ground Nuts,21,11,35,20-20
31,80,51,Loamy,Rice,26,5,36,MOP
20,88,62,Red,Rice,27,33,31,20-20
31,34,37,Sandy,Sugarcane,10,14,20,20-20
24,42,53,Sandy,Maize,26,46,38,20-20
36,61,67,Loamy,Maize,0,17,48,Urea
35,45,53,Sandy,Cotton,38,48,28,28-28
34,30,70,Loamy,Cotton,27,2,17,MOP
34,42,57,Loamy,Sugarcane,26,21,22,20-20
24,83,20,Black,Sugarcane,7,34,32,Urea
33,40,62,Sandy,Sugarcane,45,27,47,28-28
21,82,69,Black,Wheat,23,40,8,DAP
30,37,61,Sandy,Maize,39,41,43,28-28
38,54,50,Black,Sugarcane,35,11,42,20-20
26,69,69,Loamy,Maize,23,0,37,MOP
25,61,79,Loamy,Ground Nuts,41,35,3,DAP
21,53,20,Loamy,Rice,21,29,15,20-20
25,57,70,Loamy,Rice,9,22,2,Urea
37,43,35,Sandy,Maize,3,36,7,Urea
21,74,77,Red,Ground Nuts,7,27,15,Urea
37,32,58,Sandy,Rice,38,48,1,DAP
34,65,34,Black,Rice,14,4,44,MOP
38,56,52,Sandy,Rice,7,35,18,Urea
21,49,42,Sandy,Cotton,28,46,23,20-20
39,76,72,Black,Ground Nuts,41,9,15,MOP
25,44,60,Loamy,Cotton,38,4,39,MOP
20,56,53,Black,Maize,34,13,1,DAP
34,82,36,Black,Maize,40,23,31,28-28
29,74,44,Red,Wheat,47,27,0,DAP
38,70,75,Red,Cotton,13,20,48,20-20
36,57,61,Loamy,Maize,31,44,17,20-20
24,54,25,Black,Cotton,6,39,38,Urea
23,71,50,Black,Wheat,43,11,31,28-28
29,73,24,Black,Maize,32,19,8,DAP
36,75,59,Sandy,Maize,47,31,2,DAP
29,62,59,Red,Maize,34,37,23,20-20
36,75,49,Red,Maize,26,39,10,20-20
39,43,24,Loamy,Sugarcane,0,41,27,Urea
24,37,31,Red,Ground Nuts,5,20,15,Urea
21,77,26,Red,Ground Nuts,1,16,28,Urea
25,43,64,Loamy,Cotton,6,0,40,Urea
21,30,32,Black,Cotton,7,43,11,Urea
32,45,68,Sandy,Cotton,44,27,45,28-28
30,47,23,Loamy,Wheat,28,1,3,DAP
30,36,69,Red,Sugarcane,15,16,25,20-20
35,44,61,Loamy,Cotton,28,38,3,DAP
30,53,22,Red,Cotton,30,13,10,20-20
38,78,31,Black,Maize,21,13,1,DAP
34,80,20,Black,Maize,9,43,30,Urea
35,84,46,Black,Maize,3,47,49,Urea
30,42,62,Red,Cotton,24,17,2,DAP
35,38,69,Loamy,Maize,12,39,24,20-20
27,85,32,Red,Cotton,16,33,33,20-20
23,85,36,Black,Wheat,39,42,0,DAP
27,44,27,Black,Wheat,7,0,4,Urea
23,86,51,Black,Rice,22,41,38,20-20
22,87,39,Red,Sugarcane,6,17,30,Urea
22,64,70,Sandy,Maize,31,47,35,20-20
37,53,36,Black,Ground Nuts,23,33,2,DAP
38,62,53,Loamy,Maize,0,22,37,Urea
38,45,54,Black,Sugarcane,46,48,11,20-20
24,37,54,Red,Sugarcane,46,15,15,20-20
37,58,57,Loamy,Rice,35,18,7,DAP
29,52,61,Red,Sugarcane,26,36,10,20-20
25,74,43,Sandy,Cotton,5,5,44,Urea
20,60,73,Sandy,Maize,41,23,13,20-20
24,69,37,Red,Sugarcane,30,16,26,20-20
28,78,69,Black,Cotton,11,47,17,20-20
31,83,65,Loamy,Sugarcane,25,15,7,DAP
33,84,67,Black,Ground Nuts,24,38,32,20-20
21,43,58,Red,Cotton,3,47,3,Urea
36,88,52,Red,Wheat,5,40,48,Urea
33,82,68,Black,Cotton,45,5,29,MOP
32,59,42,Loamy,Rice,12,15,19,20-20
28,82,44,Loamy,Cotton,24,8,29,MOP
34,68,56,Loamy,Sugarcane,30,28,26,20-20
34,56,46,Loamy,Wheat,21,3,24,MOP
30,76,20,Loamy,Wheat,34,25,5,DAP
35,45,40,Sandy,Cotton,20,37,4,DAP
36,80,78,Sandy,Sugarcane,14,25,13,20-20
23,35,68,Red,Wheat,2,13,13,Urea
20,84,29,Sandy,Ground Nuts,36,34,33,28-28
27,62,50,Loamy,Cotton,44,48,40,28-28
36,73,63,Loamy,Cotton,25,42,24,20-20
22,47,44,Loamy,Cotton,46,23,38,28-28
39,45,39,Red,Wheat,16,7,17,MOP
34,41,76,Red,Maize,37,39,19,20-20
34,49,21,Black,Sugarcane,49,24,42,28-28
33,74,74,Sandy,Rice,34,3,7,DAP
33,69,67,Sandy,Rice,40,14,25,28-28
21,88,34,Black,Sugarcane,7,15,20,Urea
32,58,47,Black,Maize,10,10,26,20-20
33,59,32,Sandy,Sugarcane,23,27,31,20-20
38,55,69,Loamy,Cotton,42,6,41,MOP
26,51,79,Sandy,Ground Nuts,7,49,49,Urea
22,62,71,Loamy,Sugarcane,29,37,16,20-20
34,87,73,Red,Sugarcane,0,23,48,Urea
33,82,33,Sandy,Ground Nuts,33,30,0,DAP
30,68,69,Sandy,Wheat,19,3,26,MOP
34,76,21,Red,Rice,35,36,35,20-20
32,58,53,Red,Rice,33,34,10,20-20
37,51,54,Red,Cotton,33,5,40,MOP
25,74,56,Red,Ground Nuts,12,45,40,20-20
22,42,44,Red,Cotton,5,32,34,Urea
38,89,67,Black,Wheat,35,31,37,20-20
34,38,73,Black,Cotton,24,45,37,20-20
24,53,34,Red,Ground Nuts,26,37,41,20-20
29,44,31,Red,Ground Nuts,46,34,41,28-28
26,65,28,Red,Maize,30,16,48,20-20
36,42,77,Red,Wheat,2,31,46,Urea
26,56,50,Loamy,Ground Nuts,27,13,35,20-20
31,73,33,Loamy,Ground Nuts,3,18,9,Urea
36,66,48,Red,Wheat,16,23,39,20-20
32,36,72,Red,Sugarcane,37,38,0,DAP
39,37,67,Sandy,Sugarcane,33,10,21,20-20
23,66,62,Red,Maize,19,6,16,MOP
29,70,57,Red,Ground Nuts,12,44,11,20-20
22,43,61,Black,Wheat,46,23,43,28-28
28,87,79,Loamy,Wheat,4,23,12,Urea
32,41,27,Red,Sugarcane,23,13,24,20-20
37,65,67,Loamy,Rice,37,23,25,28-28
34,81,22,Loamy,Rice,16,10,45,20-20
23,69,21,Sandy,Ground Nuts,30,7,39,MOP
34,46,35,Loamy,Sugarcane,27,43,45,20-20
21,69,38,Loamy,Ground Nuts,0,14,38,Urea
34,82,49,Red,Cotton,1,41,48,Urea
27,58,60,Black,Wheat,32,1,42,MOP
27,56,35,Red,Ground Nuts,39,23,32,28-28
36,30,50,Red,Maize,28,44,7,DAP
31,81,73,Black,Rice,3,9,12,Urea
38,63,77,Black,Ground Nuts,17,31,25,20-20
29,33,47,Sandy,Cotton,23,16,16,20-20
28,53,23,Black,Wheat,31,9,23,MOP
24,50,29,Red,Cotton,8,21,23,Urea
25,62,70,Black,Ground Nuts,46,5,11,MOP
39,36,64,Black,Wheat,15,26,30,20-20
21,30,37,Black,Wheat,20,19,15,20-20
32,70,66,Loamy,Sugarcane,29,0,41,MOP
25,32,51,Sandy,Sugarcane,2,16,15,Urea
24,73,49,Loamy,Maize,32,0,29,MOP
20,80,55,Loamy,Maize,30,36,27,20-20
25,44,28,Sandy,Cotton,44,14,2,DAP
25,60,55,Loamy,Sugarcane,13,0,32,MOP
35,83,48,Black,Wheat,5,16,23,Urea
23,45,35,Sandy,Sugarcane,4,45,29,Urea
30,39,47,Loamy,Wheat,28,44,39,20-20
28,83,40,Red,Sugarcane,36,42,47,28-28
22,58,66,Loamy,Wheat,35,43,27,20-20
38,88,75,Red,Cotton,20,37,46,20-20
27,88,21,Black,Sugarcane,11,42,38,20-20
24,35,79,Red,Rice,45,1,1,DAP
23,58,78,Loamy,Rice,22,17,12,20-20
25,46,65,Loamy,Wheat,13,11,36,20-20
21,82,54,Loamy,Cotton,42,28,9,DAP
39,89,73,Sandy,Wheat,41,22,39,28-28
30,51,47,Sandy,Cotton,9,46,12,Urea
23,53,74,Loamy,Maize,26,8,18,MOP
34,46,55,Loamy,Sugarcane,40,7,5,DAP
25,50,50,Black,Cotton,1,49,17,Urea
36,80,52,Sandy,Wheat,13,15,39,20-20
25,79,42,Sandy,Maize,6,22,8,Urea
38,40,79,Sandy,Wheat,16,28,16,20-20
21,85,60,Red,Rice,19,9,3,DAP
34,36,36,Loamy,Rice,7,11,49,Urea
30,71,65,Black,Sugarcane,19,11,5,DAP
27,68,68,Black,Ground Nuts,35,29,10,20-20
38,34,20,Loamy,Sugarcane,4,9,41,Urea
32,73,61,Loamy,Maize,12,13,25,20-20
31,77,42,Black,Rice,38,3,10,MOP
24,86,67,Red,Cotton,37,46,7,DAP
25,50,46,Black,Rice,16,19,2,DAP
23,47,44,Red,Ground Nuts,5,40,1,Urea
38,64,51,Red,Sugarcane,18,38,17,20-20
39,49,38,Sandy,Wheat,24,6,1,DAP
20,44,43,Loamy,Maize,2,29,25,Urea
39,34,76,Sandy,Ground Nuts,40,40,11,20-20
36,42,22,Red,Rice,27,23,36,20-20
31,80,79,Black,Cotton,25,9,25,MOP
34,41,31,Sandy,Ground Nuts,46,44,35,28-28
20,84,54,Black,Cotton,7,37,15,Urea
33,50,34,Red,Cotton,14,35,13,20-20
25,66,36,Black,Maize,0,16,1,Urea
24,35,69,Sandy,Cotton,39,20,20,20-20
30,36,51,Red,Cotton,22,45,6,DAP
23,55,26,Loamy,Rice,35,2,10,MOP
32,71,38,Sandy,Maize,41,0,43,MOP
30,77,26,Sandy,Wheat,15,17,28,20-20
22,37,24,Loamy,Wheat,49,1,36,MOP
20,38,77,Red,Cotton,3,39,47,Urea
25,56,59,Loamy,Ground Nuts,7,47,38,Urea
37,33,40,Sandy,Sugarcane,35,3,27,MOP
29,50,67,Red,Maize,9,31,39,Urea
24,60,67,Black,Sugarcane,29,18,3,DAP
29,50,70,Sandy,Maize,35,19,3,DAP
31,69,76,Black,Maize,15,41,26,20-20
21,54,66,Loamy,Rice,29,48,5,DAP
32,68,26,Red,Cotton,43,48,33,28-28
27,44,56,Loamy,Rice,9,6,40,Urea
21,82,42,Black,Ground Nuts,10,8,39,MOP
39,64,30,Sandy,Sugarcane,33,6,17,MOP
20,78,29,Red,Sugarcane,15,26,43,20-20
24,72,76,Loamy,Wheat,18,20,47,20-20
28,70,40,Black,Ground Nuts,43,34,29,28-28
36,66,74,Black,Ground Nuts,3,23,32,Urea
28,86,78,Sandy,Rice,48,31,19,20-20
30,71,60,Black,Rice,43,11,35,28-28
34,76,52,Red,Ground Nuts,30,22,45,20-20
25,57,39,Black,Rice,47,35,49,28-28
22,43,52,Sandy,Wheat,34,48,4,DAP
36,33,59,Loamy,Rice,33,28,34,20-20
24,82,54,Red,Rice,25,2,18,MOP
31,49,53,Loamy,Ground Nuts,38,42,11,20-20
37,63,55,Loamy,Ground Nuts,5,7,25,Urea
33,41,46,Black,Rice,32,33,18,20-20
30,62,38,Black,Rice,46,13,10,20-20
28,53,62,Sandy,Ground Nuts,26,35,19,20-20
21,49,24,Black,Sugarcane,11,47,8,DAP
31,34,48,Black,Cotton,44,45,19,20-20
22,67,75,Loamy,Sugarcane,7,31,26,Urea
22,59,29,Red,Rice,8,6,4,Urea
20,53,75,Black,Maize,0,9,9,Urea
27,72,78,Red,Maize,4,11,8,Urea
27,69,74,Black,Wheat,6,39,24,Urea
30,36,59,Black,Sugarcane,17,22,12,20-20
28,65,32,Sandy,Ground Nuts,39,10,31,28-28
24,67,48,Black,Wheat,23,12,7,DAP
33,45,24,Sandy,Wheat,25,11,44,20-20
22,81,77,Loamy,Maize,9,6,26,Urea
24,44,77,Red,Sugarcane,39,43,21,28-28
24,75,78,Black,Cotton,43,9,27,MOP
38,52,31,Sandy,Ground Nuts,47,6,17,MOP
33,41,78,Loamy,Sugarcane,11,26,22,20-20
23,58,32,Black,Wheat,21,6,40,MOP
32,73,41,Sandy,Rice,26,49,30,20-20
29,77,59,Sandy,Wheat,2,23,40,Urea
37,44,34,Loamy,Sugarcane,17,22,33,20-20
27,58,32,Black,Maize,4,24,6,Urea
27,74,20,Black,Sugarcane,13,43,4,DAP
26,72,73,Red,Cotton,24,35,20,20-20
27,78,57,Black,Ground Nuts,30,32,5,DAP
33,50,62,Sandy,Ground Nuts,20,36,44,20-20
38,44,64,Red,Rice,47,41,49,28-28
25,43,72,Red,Rice,37,38,34,28-28
20,71,71,Black,Wheat,47,6,41,MOP
34,73,20,Red,Sugarcane,19,29,22,20-20
20,45,30,Sandy,Ground Nuts,13,30,2,DAP
36,44,77,Sandy,Maize,19,44,32,20-20
20,71,62,Loamy,Cotton,36,45,37,28-28
34,33,59,Sandy,Wheat,45,36,22,28-28
21,56,41,Loamy,Sugarcane,29,20,15,20-20
33,52,54,Red,Maize,42,33,24,28-28
27,58,79,Loamy,Sugarcane,40,45,48,28-28
27,70,70,Black,Maize,19,20,15,20-20
38,82,63,Loamy,Sugarcane,6,39,24,Urea
26,81,25,Black,Sugarcane,4,19,41,Urea
38,38,47,Red,Ground Nuts,30,33,6,DAP
25,82,50,Loamy,Wheat,28,7,7,DAP
25,86,74,Sandy,Sugarcane,14,31,2,DAP
22,85,27,Black,Sugarcane,24,29,4,DAP
26,81,24,Red,Wheat,12,28,18,20-20
38,72,61,Sandy,Wheat,43,4,6,DAP
27,72,73,Black,Rice,23,29,49,20-20
29,36,67,Red,Rice,14,11,21,20-20
39,82,63,Red,Ground Nuts,23,38,25,20-20
34,71,36,Sandy,Wheat,25,26,49,20-20
34,33,57,Red,Cotton,18,12,24,20-20
20,34,28,Loamy,Ground Nuts,23,46,5,DAP
39,34,29,Red,Maize,18,9,4,DAP
26,40,39,Black,Wheat,41,35,37,28-28
23,70,33,Black,Rice,16,30,37,20-20
25,57,33,Black,Sugarcane,47,15,21,28-28
20,45,45,Loamy,Wheat,4,38,30,Urea
24,70,48,Sandy,Wheat,3,44,21,Urea
20,83,68,Loamy,Rice,21,35,10,20-20
23,59,46,Loamy,Rice,9,25,31,Urea
21,33,44,Loamy,Cotton,20,43,16,20-20
29,31,35,Red,Ground Nuts,24,19,40,20-20
24,75,55,Sandy,Rice,5,33,21,Urea
29,32,53,Red,Rice,29,36,15,20-20
20,79,35,Loamy,Rice,28,7,41,MOP
25,50,52,Black,Ground Nuts,10,3,14,MOP
32,35,22,Loamy,Sugarcane,10,28,7,DAP
34,72,42,Sandy,Wheat,47,30,45,28-28
23,82,30,Black,Wheat,45,1,47,MOP
32,47,67,Sandy,Rice,26,24,2,DAP
39,73,77,Loamy,Ground Nuts,18,37,12,20-20
34,34,37,Sandy,Cotton,21,2,29,MOP
27,38,66,Red,Rice,27,45,27,20-20
24,49,60,Black,Ground Nuts,3,41,8,Urea
34,57,63,Sandy,Ground Nuts,36,42,11,20-20
23,55,48,Black,Cotton,18,4,24,MOP
31,47,78,Black,Ground Nuts,16,21,36,20-20
32,48,69,Loamy,Wheat,49,15,20,20-20
21,32,24,Loamy,Cotton,39,8,38,MOP
38,38,43,Black,Cotton,35,47,38,20-20
38,65,48,Sandy,Maize,22,8,18,MOP
23,60,48,Black,Cotton,49,48,7,DAP
23,78,79,Loamy,Cotton,27,11,37,20-20
30,46,45,Sandy,Sugarcane,10,46,2,DAP
24,84,59,Black,Wheat,13,41,21,20-20
39,52,22,Loamy,Rice,12,3,0,DAP
30,63,21,Black,Maize,23,48,37,20-20
29,70,44,Black,Cotton,15,17,18,20-20
27,70,38,Black,Sugarcane,27,17,20,20-20
25,34,59,Sandy,Sugarcane,29,41,12,20-20
25,44,21,Loamy,Ground Nuts,43,42,26,28-28
27,76,38,Loamy,Rice,40,32,16,20-20
34,32,20,Red,Rice,38,41,49,28-28
33,48,46,Black,Wheat,41,2,19,MOP
30,57,73,Black,Ground Nuts,26,37,29,20-20
31,32,64,Red,Cotton,16,16,37,20-20
32,67,74,Black,Sugarcane,49,11,10,20-20
27,33,71,Sandy,Maize,25,10,26,20-20
37,53,68,Red,Wheat,6,16,37,Urea
20,60,54,Loamy,Cotton,34,34,27,20-20
34,74,60,Black,Ground Nuts,14,40,25,20-20
27,88,24,Loamy,Rice,15,49,38,20-20
30,74,57,Black,Ground Nuts,20,5,32,MOP
31,88,23,Red,Cotton,16,34,31,20-20
31,40,36,Loamy,Ground Nuts,44,5,24,MOP
23,66,72,Black,Rice,25,31,23,20-20
35,30,40,Sandy,Cotton,34,10,39,20-20
23,38,72,Red,Maize,19,42,26,20-20
24,46,67,Black,Wheat,19,38,45,20-20
24,83,50,Black,Ground Nuts,22,12,21,20-20
27,30,67,Black,Rice,4,12,19,Urea
29,32,41,Red,Maize,8,38,32,Urea
36,76,30,Black,Sugarcane,22,45,4,DAP
28,55,53,Black,Maize,17,33,28,20-20
38,82,68,Loamy,Maize,28,2,4,DAP
33,60,34,Loamy,Maize,10,31,45,20-20
27,55,69,Red,Rice,42,3,38,MOP
28,52,29,Red,Sugarcane,47,39,16,20-20
30,59,57,Sandy,Wheat,7,0,28,Urea
20,39,51,Black,Maize,26,8,10,MOP
33,37,72,Loamy,Rice,1,48,21,Urea
24,73,67,Loamy,Rice,22,49,30,20-20
33,54,50,Black,Wheat,20,6,38,MOP
23,51,56,Black,Cotton,9,26,0,Urea
20,44,63,Red,Sugarcane,37,2,14,MOP
38,88,47,Sandy,Sugarcane,3,21,18,Urea
27,70,50,Sandy,Ground Nuts,20,15,9,DAP
34,85,25,Red,Maize,36,7,8,DAP
34,86,33,Red,Cotton,42,4,12,MOP
28,39,77,Loamy,Sugarcane,11,48,44,20-20
28,49,42,Red,Ground Nuts,47,29,25,28-28
29,70,35,Sandy,Maize,45,27,5,DAP
39,76,44,Loamy,Cotton,13,26,39,20-20
28,52,58,Sandy,Rice,19,49,43,20-20
22,82,21,Black,Maize,46,21,1,DAP
39,82,57,Sandy,Cotton,7,29,28,Urea
30,30,60,Loamy,Wheat,26,36,47,20-20
25,31,58,Sandy,Sugarcane,36,6,11,MOP
21,87,53,Loamy,Maize,40,49,22,28-28
26,48,70,Loamy,Ground Nuts,20,29,49,20-20
37,43,59,Red,Rice,47,12,2,DAP
21,37,62,Sandy,Ground Nuts,34,21,49,20-20
36,67,44,Red,Maize,43,10,10,20-20
30,41,55,Red,Sugarcane,38,4,4,DAP
31,55,35,Sandy,Sugarcane,48,21,44,28-28
38,56,76,Loamy,Cotton,14,14,9,DAP
26,58,37,Black,Ground Nuts,46,38,46,28-28
39,44,32,Sandy,Ground Nuts,11,36,5,DAP
25,75,78,Red,Rice,33,30,15,20-20
20,82,56,Red,Cotton,7,28,30,Urea
36,30,46,Loamy,Rice,36,38,22,28-28
30,89,53,Red,Maize,29,16,29,20-20
37,72,30,Black,Maize,2,40,39,Urea
36,57,20,Red,Ground Nuts,29,5,19,MOP
26,86,32,Loamy,Cotton,28,40,24,20-20
36,32,49,Sandy,Wheat,0,16,34,Urea
39,80,24,Loamy,Sugarcane,15,33,4,DAP
28,47,37,Red,Cotton,41,22,46,28-28
36,81,33,Loamy,Cotton,30,29,2,DAP
39,89,32,Red,Maize,9,12,46,Urea
27,63,51,Loamy,Sugarcane,29,29,33,20-20
36,61,26,Sandy,Cotton,42,48,11,20-20
26,58,27,Red,Maize,25,19,26,20-20
20,54,69,Black,Maize,11,5,4,DAP
32,89,26,Black,Ground Nuts,39,30,40,28-28
38,55,71,Black,Ground Nuts,4,18,21,Urea
38,68,68,Black,Cotton,8,5,3,Urea
36,37,35,Red,Cotton,10,33,27,20-20
32,48,62,Red,Maize,46,27,6,DAP
35,83,50,Sandy,Ground Nuts,22,12,47,20-20
27,76,70,Loamy,Cotton,16,9,44,MOP
38,71,46,Red,Sugarcane,42,40,33,28-28
37,51,79,Black,Maize,12,44,1,DAP
20,58,52,Red,Maize,16,6,8,DAP
33,62,72,Black,Cotton,22,17,14,20-20
38,67,48,Sandy,Cotton,38,21,30,28-28
34,74,27,Loamy,Cotton,8,13,35,Urea
37,75,52,Red,Sugarcane,17,35,48,20-20
21,64,60,Loamy,Maize,17,7,40,MOP
36,72,38,Black,Wheat,29,11,14,20-20
37,32,40,Black,Sugarcane,41,39,32,28-28
25,48,60,Loamy,Sugarcane,43,47,30,28-28
38,39,40,Sandy,Ground Nuts,25,32,26,20-20
23,56,44,Loamy,Maize,17,23,1,DAP
20,44,61,Loamy,Wheat,20,41,8,DAP
27,40,75,Red,Maize,40,38,42,28-28
26,76,42,Red,Sugarcane,40,13,0,DAP
22,55,30,Black,Cotton,41,48,18,20-20
29,88,52,Red,Maize,32,4,8,DAP
29,53,39,Sandy,Maize,42,18,1,DAP
38,42,44,Sandy,Cotton,13,2,36,MOP
33,61,45,Sandy,Wheat,9,0,48,Urea
21,66,59,Black,Wheat,27,39,0,DAP
20,33,71,Sandy,Maize,13,40,45,20-20
37,42,31,Sandy,Cotton,18,36,11,20-20
26,38,51,Red,Ground Nuts,25,32,25,20-20
27,86,52,Black,Maize,9,48,9,Urea
20,78,29,Loamy,Cotton,16,45,46,20-20
22,63,23,Sandy,Sugarcane,33,16,0,DAP
27,85,34,Red,Ground Nuts,13,8,0,DAP
34,66,70,Loamy,Cotton,25,30,42,20-20
24,77,25,Sandy,Maize,49,34,30,28-28
22,36,46,Loamy,Rice,33,2,10,MOP
38,30,24,Loamy,Wheat,18,12,4,DAP
20,89,24,Black,Maize,23,36,34,20-20
34,87,37,Black,Cotton,30,37,10,20-20
27,41,47,Sandy,Ground Nuts,39,13,3,DAP
21,50,54,Sandy,Ground Nuts,5,5,37,Urea
22,40,78,Black,Cotton,19,28,49,20-20
33,73,41,Sandy,Wheat,38,48,38,28-28
33,80,53,Sandy,Maize,44,8,20,MOP
30,87,23,Black,Ground Nuts,33,35,35,20-20
35,73,37,Loamy,Ground Nuts,21,22,45,20-20
23,73,60,Sandy,Rice,6,14,27,Urea
39,43,70,Red,Sugarcane,32,49,7,DAP
24,63,45,Black,Rice,5,46,19,Urea
33,63,61,Sandy,Sugarcane,15,49,42,20-20
35,54,41,Sandy,Ground Nuts,7,6,45,Urea
37,33,66,Black,Sugarcane,44,46,20,20-20
26,81,52,Red,Maize,22,24,34,20-20
29,84,62,Red,Ground Nuts,17,36,42,20-20
26,55,33,Black,Ground Nuts,13,22,31,20-20
20,45,50,Red,Sugarcane,49,10,35,28-28
38,39,29,Sandy,Cotton,35,45,40,20-20
35,74,70,Red,Sugarcane,14,7,4,DAP
38,31,43,Sandy,Sugarcane,4,35,44,Urea
23,64,40,Loamy,Wheat,45,41,3,DAP
37,48,67,Red,Wheat,47,38,6,DAP
21,35,27,Loamy,Maize,14,0,33,MOP
20,48,51,Black,Maize,10,43,19,20-20
